,Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Google Rating,Yelp Rating
17029,OOB - TEASPOON,78759,2024-03-11,100,"10515 N MOPAC EXPY
AUSTIN, TX 78759
(30.38982, -97.73297)",12397145,4.4,4.4
11491,Taco Bell #030139,78727,2024-12-04,94,"3501 W WELLS BRANCH PKWY
AUSTIN, TX 78727
(30.43955, -97.69726)",11066744,3.2,1.7
4949,Vitamin Cottage Natural Food Markets,78759,2024-01-03,97,"10515 N MOPAC EXPY
AUSTIN, TX 78759
(30.38982, -97.73297)",10492569,4.5,4.2
9577,Casa Arandinas,78660,2024-09-23,81,"1700 GRAND AVENUE PKWY
AUSTIN, TX 78660
(30.45628, -97.66059)",11951793,4,2.9
15512,Einstein Bros Bagels,78759,2024-08-02,97,"4607 W BRAKER LN
AUSTIN, TX 78759
(30.3998, -97.74523)",2801216,3.9,2.6
6645,Chick - Fil - A at North Mopac,78758,2024-07-02,97,"12501 N MOPAC EXPY
AUSTIN, TX 78758
(30.41913, -97.70326)",12392880,4.4,2.7
19728,Thom's Market,78704,2024-02-20,94,"160 E RIVERSIDE DR
AUSTIN, TX 78704
(30.25561, -97.74501)",11439923,4.7,3.6
10607,Andy's Frozen Custard,78727,2024-02-09,97,"1710 W PARMER LN
AUSTIN, TX 78727
(30.41311, -97.69017)",12186012,4.5,3.8
22683,PF - Yaghis Pizzeria,78660,2024-04-16,97,"1552 FM 685 RD
PFLUGERVILLE, TX 78660
(30.45284, -97.60437)",12392644,4.2,3.3
9438,Baskin Robbins,78748,2024-08-05,93,"9911 BRODIE LN
AUSTIN, TX 78748
(30.18411, -97.84813)",10457940,3.7,2.8
8270,Avenue B Grocery,78751,2024-09-04,100,"4403 AVENUE
AUSTIN, TX 78751
(30.30919, -97.73163)",2800110,4.4,3.9
581,Bahama Bucks,78745,2024-05-28,82,"105 E STASSNEY LN
AUSTIN, TX 78745
(30.20438, -97.77412)",11900816,4.3,3.2
7796,PF - Shogun Japanese Grill & Sushi Bar,78660,2024-06-14,82,"18816 LIMESTONE COMMERCIAL DR
PFLUGERVILLE, TX 78660
(30.46913, -97.59581)",12186587,4,2.9
10121,ZZa Pizza + Salad,78738,2024-07-15,96,"15511 W SH
BEE CAVE, TX 78738",12186387,4.8,4.6
20385,Sunrise Mini Mart,78757,2024-09-19,100,"1809 W ANDERSON LN
AUSTIN, TX 78757
(30.35325, -97.72562)",2803500,4.8,4.9
18172,Hai Ky,78741,2024-08-27,78,"1931 E OLTORF ST
AUSTIN, TX 78741
(30.23082, -97.73453)",2801611,4.3,3.6
18225,River City Market,78704,2024-08-01,83,"2209 S CONGRESS AVE
AUSTIN, TX 78704
(30.24078, -97.75238)",12394007,4.6,4
3163,Texas Chili Parlor,78701,2024-04-01,84,"1409 LAVACA ST
AUSTIN, TX 78701
(30.27701, -97.74216)",2801839,4.4,3.8
16653,7-Eleven Convenience Store,78705,2024-01-11,100,"2600 GUADALUPE ST
AUSTIN, TX 78705
(30.29079, -97.74153)",10041113,2.1,2.8
22335,McDonald's #424,78723,2024-05-18,96,"5355 N IH
AUSTIN, TX 78723",12396015,3.7,2.2
20026,Michelobos Restaurant & Sports Bar,78753,2024-10-29,90,"900 E BRAKER LN
AUSTIN, TX 78753
(30.37671, -97.67346)",12396471,3.9,3.2
12731,Jack in the Box #906,78729,2024-06-24,98,"7404 MC NEIL DR
AUSTIN, TX 78729
(30.43535, -97.76824)",10789961,3.4,2.3
15300,Wholly Cow Burgers,78704,2024-08-14,93,"3010 S LAMAR BLVD
AUSTIN, TX 78704
(30.24291, -97.7837)",10514977,4.4,4
19325,Afriqmart,78660,2024-01-18,99,"2700 W PECAN ST
AUSTIN, TX 78660
(30.4504, -97.65696)",10126001,4.9,3.6
6163,Bartlett's,78757,2024-10-08,92,"2408 W ANDERSON LN
AUSTIN, TX 78757
(30.35659, -97.73131)",11161816,4.5,4.1
6679,Mariscos Tampico,78753,2024-08-15,88,"10601 N LAMAR BLVD
AUSTIN, TX 78753
(30.37383, -97.68888)",2801879,3.5,2.3
9963,Summermoon Coffee Bar,78737,2024-03-12,93,"11601 W US 290 HWY
AUSTIN, TX 78737
(30.21376, -97.96503)",11555150,4.6,4.2
18802,Shake Shack The Domain Austin LLC,78758,2024-10-03,97,"11228 DOMAIN DR
AUSTIN, TX 78758
(30.39897, -97.72561)",11388003,4.2,3.5
22625,"Mediterranean Chef, The",78757,2024-09-05,100,"5908 AURORA DR
AUSTIN, TX 78757
(30.32984, -97.72809)",10592894,4.7,4.4
9093,Counter Cafe,78705,2024-08-15,81,"603 W 29TH ST
AUSTIN, TX 78705
(30.29549, -97.74336)",12186514,4.3,3.6
