Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description
Bruster's Real Ice Cream,78734,07/14/2022,86,"3303 N FM 620 RD
AUSTIN, TX 78734
(30.394, -97.93412)",12186535,Routine Inspection
QuikTrip # 4126,78753,12/14/2023,97,"861 E BRAKER LN
AUSTIN, TX 78753
(30.37555, -97.67386)",12392932,Routine Inspection
Las Mangonadas,78702,04/19/2022,85,"1144 AIRPORT BLVD
AUSTIN, TX 78702
(30.2712, -97.69782)",11631715,Routine Inspection
Llama Kid,78702,03/09/2023,86,"4620 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.25222, -97.70303)",12395872,Routine Inspection
Peoples Pharmacy,78756,04/21/2023,96,"4018 N LAMAR BLVD
AUSTIN, TX 78756
(30.3089, -97.74103)",2800584,Routine Inspection
Trudy's,78745,07/26/2022,83,"901 LITTLE TEXAS LN
AUSTIN, TX 78745
(30.19704, -97.76795)",12394032,Routine Inspection
Wendy's #W129/11274,78759,02/13/2023,95,"10701 RESEARCH BLVD
AUSTIN, TX 78759
(30.39845, -97.7453)",11115872,Routine Inspection
Garbo's on Lamar,78703,01/02/2024,91,"626 N LAMAR BLVD
AUSTIN, TX 78703
(30.27266, -97.75376)",12398112,Routine Inspection
Tarry House Snack Bar,78703,06/12/2024,92,"3006 BOWMAN AVE
AUSTIN, TX 78703
(30.29945, -97.77079)",2800548,Routine Inspection
Hop Doddy Burger Bar,78757,12/12/2023,88,"2438 W ANDERSON LN
AUSTIN, TX 78757
(30.35698, -97.73139)",10745863,Routine Inspection
Pizza Hut #7149,78704,01/10/2023,97,"2919 MANCHACA RD
AUSTIN, TX 78704
(30.24198, -97.78193)",10917118,Routine Inspection
Ziki,78752,10/31/2022,93,"1300 E ANDERSON LN
AUSTIN, TX 78752
(30.33584, -97.68806)",12397643,Routine Inspection
LW - MOD Superfast Pizza LLC,78734,11/04/2024,97,"2009 MAIN ST
LAKEWAY, TX 78734
(30.34631, -97.96617)",11491781,Routine Inspection
BC - Einstein Bros. Bagels #3633,78738,10/23/2023,100,"12532 FM 2244 RD
BEE CAVE, TX 78738
(30.30515, -97.93592)",11258261,Routine Inspection
Chipotle Mexican Grill #262,78727,07/11/2023,98,"1700 W PARMER LN
AUSTIN, TX 78727
(30.41327, -97.68966)",10179207,Routine Inspection
Sweetgreen,78705,05/27/2022,97,"2234 GUADALUPE ST
AUSTIN, TX 78705
(30.28573, -97.74174)",12393832,Routine Inspection
Nervous Charlies,78751,01/09/2024,89,"5501 N LAMAR BLVD
AUSTIN, TX 78751
(30.32318, -97.72762)",12020964,Routine Inspection
Marker 10,78704,03/27/2023,99,"208 BARTON SPRINGS RD
AUSTIN, TX 78704
(30.26062, -97.74721)",12395258,Routine Inspection
Taco Cabana #140,78745,08/06/2024,95,"6430 S IH
AUSTIN, TX 78745",2800939,Routine Inspection
Mr. Gattis Pizza #102,78758,01/24/2023,97,"2121 W PARMER LN
AUSTIN, TX 78758
(30.41521, -97.6968)",12393515,Routine Inspection
"Austin Montessori School, Inc",78757,04/13/2023,100,"6819 GREAT NORTHERN BLVD
AUSTIN, TX 78757
(30.35048, -97.7481)",10339308,Routine Inspection
Odom Elementary,78745,12/04/2024,99,"1010 TURTLE CREEK BLVD
AUSTIN, TX 78745
(30.20544, -97.7896)",2800438,Routine Inspection
Raising Cane's Chicken Fingers,78701,06/02/2022,86,"415 W MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78701
(30.28158, -97.7426)",11018622,Routine Inspection
Tierra Todun,78742,07/20/2023,100,"502 THOMPSON LN
AUSTIN, TX 78742
(30.2387, -97.68383)",12394830,Routine Inspection
OOB - Eastside Tavern,78702,09/07/2023,88,"1510 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.25885, -97.72899)",11572015,Routine Inspection
Dirty Martin's Place,78705,04/04/2022,90,"2808 GUADALUPE ST
AUSTIN, TX 78705
(30.29388, -97.74212)",2800362,Routine Inspection
Andino Artisan Handcrafted Gelato,78746,09/14/2022,90,"2901 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
(30.2592, -97.80587)",12394258,Routine Inspection
BC - Einstein Bros. Bagels #3633,78738,06/01/2022,92,"12532 FM 2244 RD
BEE CAVE, TX 78738
(30.30515, -97.93592)",11258261,Routine Inspection
Jersey Mike's Subs,78751,12/08/2023,84,"1000 E 41ST ST
AUSTIN, TX 78751
(30.30008, -97.71994)",11250082,Routine Inspection
Vacancy Brewing,78745,07/21/2022,99,"415 E ST ELMO RD
AUSTIN, TX 78745
(30.21491, -97.76248)",12394245,Routine Inspection
Howdy Donut,78730,11/01/2022,88,"10815 FM 2222 RD
AUSTIN, TX 78730
(30.39391, -97.84767)",12096125,Routine Inspection
PF - Tater-Que,78664,05/20/2022,86,"16708 PICADILLY CT
PFLUGERVILLE, TX 78664
(30.46634, -97.65781)",12395172,Routine Inspection
COTA - Rojas Main Grand Stands,78617,03/28/2024,97,"9201 CIRCUIT OF THE AMERICAS BLVD
AUSTIN, TX 78617
(30.13246, -97.64184)",12399116,Routine Inspection
Hart Elementary School,78753,03/28/2022,97,"8301 FURNESS DR
AUSTIN, TX 78753
(30.34253, -97.68813)",2801249,Routine Inspection
Lake Travis High School ANNEX,78738,05/11/2022,100,"3322 S FM 620 RD
LAKEWAY, TX 78738
(30.32858, -97.96738)",2800687,Routine Inspection
Waterloo Ice House,78749,05/16/2024,85,"9600 ESCARPMENT BLVD
AUSTIN, TX 78749
(30.20263, -97.87877)",10005135,Routine Inspection
El Pollo Rico #13,78745,11/01/2022,87,"110 E WILLIAM CANNON DR
AUSTIN, TX 78745
(30.19308, -97.77763)",12185836,Routine Inspection
"Capital Grille Restaurant, The #8053",78701,06/08/2023,86,"117 W 4TH ST
AUSTIN, TX 78701
(30.26652, -97.74471)",11459936,Routine Inspection
Aviator Pizza & Drafthouse,78745,09/30/2022,84,"6501 S CONGRESS AVE
AUSTIN, TX 78745
(30.19529, -97.77757)",11618169,Routine Inspection
15th Street Cafe,78701,01/19/2023,96,"303 W 15TH ST
AUSTIN, TX 78701
(30.27753, -97.74241)",2801033,Routine Inspection
Rundberg Grocery,78753,09/12/2024,90,"310 E RUNDBERG LN
AUSTIN, TX 78753
(30.36011, -97.69157)",2804007,Routine Inspection
Two Spoons,78735,10/16/2023,89,"7212 W SH
AUSTIN, TX 78735",11825080,Routine Inspection
WL - Belmont Village West Lake Hills,78746,12/11/2023,96,"4310 BEE CAVES RD
WEST LAKE HILLS, TX 78746
(30.28733, -97.81322)",11112559,Routine Inspection
Tumble 22 Lake Austin LLC,78703,06/03/2024,86,"2304 LAKE AUSTIN BLVD
AUSTIN, TX 78703
(30.27799, -97.7717)",12393134,Routine Inspection
East Austin College Prep,78723,05/01/2024,94,"5800 E MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78723
(30.28638, -97.66733)",11753236,Routine Inspection
7-Eleven Convenience Store # 38267H,78749,07/12/2022,94,"5000 W SLAUGHTER LN
AUSTIN, TX 78749
(30.19997, -97.86362)",12185971,Routine Inspection
Sam's Club #6188 - Grocery,78717,05/13/2022,100,"10901 LAKELINE MALL DR
AUSTIN, TX 78717
(30.47334, -97.79528)",11293685,Routine Inspection
ABIA - Salvation Pizza,78719,12/07/2022,95,"3600 PRESIDENTIAL BLVD
AUSTIN, TX 78719
(30.20476, -97.66733)",12186432,Routine Inspection
EZ Corner Store,78745,07/24/2024,87,"719 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.19702, -97.78833)",2803518,Routine Inspection
La Escondida #3,78745,09/09/2022,84,"1333 W BEN WHITE BLVD
SVRD EB AUSTIN, TX 78745
(30.22751, -97.78125)",10518592,Routine Inspection
Neighborhood Goods,78704,06/20/2023,95,"1007 S CONGRESS AVE
AUSTIN, TX 78704
(30.25425, -97.74796)",12392661,Routine Inspection
Evangeline Cafe,78745,08/22/2022,82,"8106 BRODIE LN
AUSTIN, TX 78745
(30.20253, -97.83811)",2802083,Routine Inspection
WL - Primrose School of West Lake Hills,78746,02/06/2023,100,"3423 BEE CAVES RD
WEST LAKE HILLS, TX 78746
(30.27535, -97.80373)",11776057,Follow-Up Inspection
Chicknic,78738,08/09/2024,94,"15511 W SH
BEE CAVE, TX 78738",12398629,Routine Inspection
Peacock Restaurant,78701,02/15/2023,87,"600 W 2ND ST
AUSTIN, TX 78701
(30.26597, -97.75008)",12395500,Routine Inspection
Spread & Co.,78731,03/31/2022,90,"1601 W 38TH ST
AUSTIN, TX 78731
(30.30871, -97.75018)",12186063,Routine Inspection
Regal Gateway 16 Cinema #638,78759,12/28/2023,99,"9700 STONELAKE BLVD
AUSTIN, TX 78759
(30.38745, -97.73828)",2801162,Routine Inspection
"Kerbey Lane Cafe, Inc.",78723,05/26/2022,79,"2200 ALDRICH ST
AUSTIN, TX 78723
(30.30104, -97.7032)",12093672,Routine Inspection
Levy At Q2 Stadium/South Main 105,78758,02/06/2023,100,"10414 MC KALLA PL
AUSTIN, TX 78758
(30.38667, -97.71812)",12394465,Routine Inspection
Taqueria Coahuila LLC,78748,11/16/2022,85,"11410 MANCHACA RD
AUSTIN, TX 78748
(30.15418, -97.83376)",12394469,Routine Inspection
International House of Pancakes,78744,03/01/2022,83,"8801 S IH
SVRD NB AUSTIN, TX 78744",2802338,Routine Inspection
Westwood High School,78750,09/26/2024,95,"12400 MELLOW MEADOW DR
AUSTIN, TX 78750
(30.45661, -97.79779)",10314272,Routine Inspection
Taqueria Villanueva,78753,03/29/2022,97,"9405 N IH
AUSTIN, TX 78753
(30.35585, -97.68446)",11684219,Routine Inspection
Graham Elementary,78753,10/27/2022,98,"11211 TOM ADAMS DR
AUSTIN, TX 78753
(30.3724, -97.66907)",2800281,Routine Inspection
COTA - 34 Chophouse Grand Plaza,78617,10/17/2024,95,"9201 CIRCUIT OF THE AMERICAS BLVD
AUSTIN, TX 78617
(30.13246, -97.64184)",12399111,Routine Inspection
P. Terry's Burger Stand,78757,03/15/2023,87,"8515 BURNET RD
AUSTIN, TX 78757
(30.36708, -97.72764)",11165140,Routine Inspection
Cedars International High School,78752,12/06/2024,96,"6700 MIDDLE FISKVILLE RD
AUSTIN, TX 78752
(30.32854, -97.70736)",11574361,Routine Inspection
Walgreens #6734,78727,10/17/2023,98,"3921 W PARMER LN
AUSTIN, TX 78727
(30.42474, -97.71439)",2804122,Routine Inspection
WL - Guidepost Montessori at Westlake,78746,06/07/2024,98,"4613 BEE CAVES RD
WEST LAKE HILLS, TX 78746
(30.28723, -97.81583)",12393373,Routine Inspection
LW - Titas Tacos,78734,06/23/2022,94,"2103 S FM 620 RD
LAKEWAY, TX 78734
(30.3428, -97.96663)",11968326,Routine Inspection
"Well Westlake, The",78746,07/29/2024,92,"6317 FM 2244 RD
AUSTIN, TX 78746
(30.29616, -97.83183)",12395412,Routine Inspection
Michelobos Restaurant & Sports Bar,78753,11/15/2023,86,"900 E BRAKER LN
AUSTIN, TX 78753
(30.37671, -97.67346)",12396471,Routine Inspection
Taco Bell #30150,78753,02/22/2022,98,"9504 N LAMAR BLVD
AUSTIN, TX 78753
(30.3649, -97.69652)",11066396,Routine Inspection
Wax Myrtle's Club & Pool,78701,12/19/2022,86,"501 BRAZOS ST
AUSTIN, TX 78701
(30.26705, -97.74172)",12395835,Routine Inspection
PF - Travis County Community Center of Pflugerville,78660,01/11/2023,98,"15822 FOOTHILL FARMS LOOP
PFLUGERVILLE, TX 78660
(30.44923, -97.65234)",12397833,Routine Inspection
MN - Shadow Glen Golf Club,78653,02/16/2024,94,"12801 LEXINGTON ST
MANOR, TX 78653
(30.35311, -97.55643)",10036116,Routine Inspection
River Ridge Elementary - Leander Elementary #23,78732,11/17/2022,97,"12900 TIERRA GRANDE TRL
AUSTIN, TX 78732
(30.34573, -97.91728)",10276728,Routine Inspection
Sushi Zushi,78703,08/02/2022,79,"1611 W 5TH ST
AUSTIN, TX 78703
(30.27449, -97.76433)",10285387,Routine Inspection
Saint Michael's Catholic Academy Dining Hall,78735,04/22/2024,98,"3000 BARTON CREEK BLVD
AUSTIN, TX 78735
(30.28797, -97.87454)",10648762,Routine Inspection
Fourth & Co,78701,07/26/2023,73,"208 W 4TH ST
AUSTIN, TX 78701
(30.26671, -97.74536)",12394289,Routine Inspection
Lone Star Kolaches,78757,08/22/2023,93,"2210 W ANDERSON LN
AUSTIN, TX 78757
(30.35584, -97.7298)",11171015,Routine Inspection
OOB - MN-Beer: 30,78653,09/06/2023,96,"14001 SHADOWGLEN BLVD
MANOR, TX 78653
(30.3503, -97.54689)",11805376,Routine Inspection
Sage Recovery Villa,78653,10/18/2023,90,"7201 GILBERT RD
AUSTIN, TX 78653
(30.27703, -97.57713)",11914205,Routine Inspection
Uncle Nicky's,78751,01/31/2022,86,"4222 DUVAL ST
AUSTIN, TX 78751
(30.30478, -97.72603)",12089449,Routine Inspection
Wal-Mart Superstore #3569,78753,03/22/2023,100,"12900 N IH
AUSTIN, TX 78753",2803704,Routine Inspection
Deep Eddy Cabaret,78703,04/04/2023,81,"2315 LAKE AUSTIN BLVD
AUSTIN, TX 78703
(30.27789, -97.77271)",11386831,Routine Inspection
House of Little Angels,78745,11/28/2022,99,"5611 WEST GATE BLVD
AUSTIN, TX 78745
(30.21972, -97.80663)",12394358,Routine Inspection
First Chinese BBQ,78753,04/18/2022,91,"10901 N LAMAR BLVD
AUSTIN, TX 78753
(30.37841, -97.6879)",10002411,Routine Inspection
Hula Hut,78703,03/16/2023,70,"3825 LAKE AUSTIN BLVD
AUSTIN, TX 78703
(30.29521, -97.78412)",2800563,Routine Inspection
Civil Goat Coffee Co.,78733,07/29/2022,93,"704 N CUERNAVACA DR
AUSTIN, TX 78733
(30.332, -97.86873)",11588155,Routine Inspection
Confituras Little Kitchen,78704,03/07/2022,96,"2129 GOODRICH AVE
AUSTIN, TX 78704
(30.24788, -97.77363)",11829091,Routine Inspection
Tailat Kitchen,78751,01/20/2023,80,"5610 N IH 35 HWY
AUSTIN, TX 78751
(30.31608, -97.70796)",12397308,Routine Inspection
Circle K Store #2704677,78744,08/06/2024,90,"1601 E ST ELMO RD
AUSTIN, TX 78744
(30.2123, -97.75272)",10758265,Routine Inspection
Sunrise Food Mart,78745,01/09/2023,90,"1913 W BEN WHITE BLVD
SVRD EB AUSTIN, TX 78745
(30.22947, -97.78819)",10034287,Routine Inspection
Swoon Hospitality (Hanks),78723,07/01/2022,89,"5811 BERKMAN DR
AUSTIN, TX 78723
(30.31245, -97.69314)",11871666,Routine Inspection
Tokyo Electron #6273,78741,05/12/2022,94,"2400 GROVE BLVD
AUSTIN, TX 78741
(30.22189, -97.70998)",2800816,Routine Inspection
Hill Country Middle School,78746,09/13/2024,99,"1300 WALSH TARLTON LN
AUSTIN, TX 78746
(30.27062, -97.80333)",2800337,Routine Inspection
La Playa,78745,10/07/2022,76,"6400 S 1ST ST
STE C AUSTIN, TX 78745
(30.20049, -97.78599)",12185905,Routine Inspection
Me Con Bistro,78745,08/14/2023,80,"3421 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.21264, -97.83083)",11459701,Routine Inspection
MN - Manor New Rise Academy,78653,05/01/2024,97,"13300 N FM 973 RD MANOR
TX 78653
(30.35351, -97.53617)",12399262,Routine Inspection
J W Marriott Austin - Banquets,78701,02/28/2023,98,"110 E 2ND ST
AUSTIN, TX 78701
(30.2642, -97.74387)",11274900,Routine Inspection
Jaliscos,78746,04/12/2023,92,"2901 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
(30.2592, -97.80587)",12395538,Routine Inspection
Subway,78731,07/28/2022,91,"8023 MESA DR
AUSTIN, TX 78731
(30.3706, -97.75747)",12394408,Routine Inspection
Placita's Restaurant,78744,07/05/2022,70,"5310 S PLEASANT VALLEY RD
AUSTIN, TX 78744
(30.19469, -97.74498)",12156033,Routine Inspection
Pollos Asados EL Norteno,78724,05/22/2023,81,"6401 FM 969 RD
AUSTIN, TX 78724
(30.28449, -97.6606)",12396730,Routine Inspection
Halal Bros,78758,07/15/2022,79,"1910 W BRAKER LN
AUSTIN, TX 78758
(30.39287, -97.70702)",11565796,Routine Inspection
Aster's Ethiopian Restaurant,78705,07/05/2022,85,"2804 N IH
SVRD SB AUSTIN, TX 78705",12396123,Routine Inspection
2nd Street Market,78701,04/15/2024,92,"200 SAN JACINTO BLVD
AUSTIN, TX 78701
(30.264, -97.74165)",10003368,Routine Inspection
Star Stop 79,78750,01/21/2022,99,"12801 N FM 620 RD
AUSTIN, TX 78750
(30.46547, -97.80342)",11028028,Routine Inspection
PF - Spanish Oak Assisted Living,78660,08/02/2022,91,"1417 E PFENNIG LN
PFLUGERVILLE, TX 78660
(30.45293, -97.61174)",12392460,Routine Inspection
Clay Pit Contemporary Indian Restaurant,78701,07/18/2024,87,"1601 GUADALUPE ST
AUSTIN, TX 78701
(30.27929, -97.74224)",10051054,Routine Inspection
Doyle Cafe @ St. Edward's University,78704,08/30/2022,100,"3001 S CONGRESS AVE
AUSTIN, TX 78704
(30.23233, -97.75858)",10487905,Routine Inspection
One Taco,78757,11/01/2022,88,"2900 W ANDERSON LN
AUSTIN, TX 78757
(30.35976, -97.73783)",11775849,Routine Inspection
Child Craft School,78705,09/19/2024,99,"800 W 30TH ST
AUSTIN, TX 78705
(30.29826, -97.74527)",11468467,Routine Inspection
SV - Stouthaus Coffee Pub,78745,06/12/2023,98,"4715 S LAMAR BLVD
SUNSET VALLEY, TX 78745
(30.23278, -97.81139)",11199256,Routine Inspection
Mi Madres,78722,01/18/2024,90,"2201 MANOR RD
AUSTIN, TX 78722
(30.28433, -97.71894)",2800421,Routine Inspection
OOB - Chosun Galbi Korean BBQ & Grill,78752,03/24/2022,77,"713 E HUNTLAND DR
AUSTIN, TX 78752
(30.32996, -97.7068)",10664808,Routine Inspection
Olamaie,78701,08/15/2024,88,"1610 SAN ANTONIO ST
AUSTIN, TX 78701
(30.27984, -97.74346)",11175572,Routine Inspection
Brooklyn Heights Pizzeria,78717,01/24/2024,91,"14900 AVERY RANCH BLVD
AUSTIN, TX 78717
(30.49823, -97.77766)",10101590,Routine Inspection
Nova Kitchen LLC,78701,05/09/2024,83,"440 W 2ND ST
AUSTIN, TX 78701
(30.26547, -97.74838)",12393636,Routine Inspection
Jim's Coffee Shop #30,78750,02/17/2022,86,"12832 N US 183 HWY
AUSTIN, TX 78750
(30.43427, -97.77122)",2800319,Routine Inspection
La Mancha Tex Mex Tavern,78756,09/26/2022,71,"2203 HANCOCK DR
AUSTIN, TX 78756
(30.32243, -97.74066)",10961298,Routine Inspection
Little Folks Bilingual CDC,78723,08/03/2022,99,"5706 REICHER DR
AUSTIN, TX 78723
(30.30324, -97.67722)",2800970,Routine Inspection
Children's Center of Austin,78750,11/17/2022,100,"6507 JESTER BLVD
AUSTIN, TX 78750
(30.37034, -97.80022)",2801078,Routine Inspection
Jason's Deli,78759,09/24/2024,88,"10225 RESEARCH BLVD
AUSTIN, TX 78759
(30.39538, -97.74568)",2802326,Routine Inspection
Lick Honest Ice Creams,78757,12/19/2023,97,"6555 BURNET RD
AUSTIN, TX 78757
(30.34148, -97.73847)",11381974,Routine Inspection
TSO Chinese Delivery,78722,05/31/2022,95,"3909 N IH
AUSTIN, TX 78722",11757980,Routine Inspection
Z'Tejas,78703,05/17/2022,75,"1110 W 6TH ST
AUSTIN, TX 78703
(30.27251, -97.75598)",11485778,Routine Inspection
Brotherton's Black Iron Barbecue,78660,02/10/2023,95,"15608 SPRING HILL LN
PFLUGERVILLE, TX 78660
(30.44584, -97.65141)",12395449,Routine Inspection
Norman-Sims Elementary,78721,10/31/2022,100,"4001 TANNEHILL LN
AUSTIN, TX 78721
(30.27887, -97.67404)",12393235,Routine Inspection
MN - El Pollo Rico #10,78653,02/22/2023,82,"11828 RING DR
MANOR, TX 78653
(30.3478, -97.54137)",11457812,Routine Inspection
7-Eleven Convenience Store #25445A,78753,03/23/2022,90,"8900 N LAMAR BLVD
AUSTIN, TX 78753
(30.35804, -97.6999)",10221183,Routine Inspection
Jaliscienses Mexican Restaurant,78745,06/17/2022,87,"717 E BEN WHITE BLVD
AUSTIN, TX 78745
(30.21715, -97.75538)",12186367,Routine Inspection
Cici's Pizza,78753,05/02/2022,90,"9717 N LAMAR BLVD
AUSTIN, TX 78753
(30.36529, -97.69496)",11372778,Routine Inspection
Northwest Little League,78757,10/05/2024,100,"3105 HUNT TRL
AUSTIN, TX 78757
(30.34468, -97.74964)",2800476,Routine Inspection
Cork & Brew Market,78704,06/17/2022,98,"2700 S CONGRESS AVE
AUSTIN, TX 78704
(30.23537, -97.75672)",12394523,Routine Inspection
SV - Wendy's W108,78749,01/06/2023,97,"4961 W US 290 HWY
SUNSET VALLEY, TX 78749
(30.23364, -97.81724)",11119775,Routine Inspection
Infamous Brewing Co.,78734,02/23/2022,95,"4602 WELETKA DR
AUSTIN, TX 78734
(30.40669, -97.92596)",10884063,Routine Inspection
COTA - 34 Chophouse Main Grand Stand,78617,10/18/2022,97,"9201 CIRCUIT OF THE AMERICAS BLVD
AUSTIN, TX 78617
(30.13246, -97.64184)",12395059,Routine Inspection
Ruth Barron Elementary School,78660,05/02/2024,94,"14850 HARRIS RIDGE BLVD
AUSTIN, TX 78660
(30.42287, -97.64527)",10815885,Routine Inspection
Chick-fil-A F.M. 620 North,78729,01/26/2023,92,"13229 N FM 620 RD
AUSTIN, TX 78729
(30.46975, -97.79153)",12104791,Routine Inspection
Mr. Gattis Pizza #201,78741,11/30/2023,94,"2410 E RIVERSIDE DR
AUSTIN, TX 78741
(30.23597, -97.72384)",12393517,Routine Inspection
Children's Courtyard,78759,07/11/2022,96,"4213 SPICEWOOD SPRINGS RD
AUSTIN, TX 78759
(30.37076, -97.75646)",2801652,Routine Inspection
Orange Leaf Self Serve Frozen Yogurt,78748,10/25/2023,89,"9600 S IH
AUSTIN, TX 78748",10828816,Routine Inspection
Market Street Pizza,78753,07/20/2022,94,"13000 N IH
AUSTIN, TX 78753",11742213,Routine Inspection
Pizza Patron,78723,01/26/2024,88,"7112 ED BLUESTEIN BLVD
AUSTIN, TX 78723
(30.31382, -97.66372)",12397242,Routine Inspection
Subway #51421,78717,06/21/2022,96,"10900 LAKELINE MALL DR
AUSTIN, TX 78717
(30.47604, -97.79642)",12186164,Routine Inspection
Taco Joint,78705,01/24/2022,91,"2809 SAN JACINTO BLVD
AUSTIN, TX 78705
(30.2915, -97.73519)",2801963,Routine Inspection
Rosen's Bagel - Republic Square,78701,12/01/2022,81,"422 GUADALUPE ST
UNIT C AUSTIN, TX 78701
(30.26771, -97.7468)",12393115,Routine Inspection
Vic's Bar-B-Que,78741,04/29/2022,88,"3502 BURLESON RD
AUSTIN, TX 78741
(30.21643, -97.73469)",2801051,Routine Inspection
Malone Specialty Coffee,78728,09/16/2022,97,"14735 BRATTON LN
AUSTIN, TX 78728
(30.4458, -97.68598)",12393280,Routine Inspection
SV - Luv Thai Cuisine,78745,06/26/2024,88,"5207 BRODIE LN
SUNSET VALLEY, TX 78745
(30.23002, -97.81698)",12186165,Routine Inspection
Seoulju,78753,03/16/2023,90,"9515 N LAMAR BLVD
AUSTIN, TX 78753
(30.36451, -97.69478)",12135324,Routine Inspection
C-Mart #7,78744,05/31/2023,95,"5200 E WILLIAM CANNON DR
AUSTIN, TX 78744
(30.18023, -97.74732)",10003415,Routine Inspection
Alameda House,78704,09/15/2022,95,"4019 MANCHACA RD
AUSTIN, TX 78704
(30.23257, -97.78653)",2800975,Routine Inspection
Love Supreme,78722,06/27/2022,94,"2805 MANOR RD
AUSTIN, TX 78722
(30.28514, -97.71149)",12393861,Routine Inspection
Flea Market #J,78754,11/06/2022,95,"9500 E US 290 HWY
SVRD WB AUSTIN, TX 78754
(30.33157, -97.63073)",2800527,Routine Inspection
Courtesy Shell # 3,78745,09/16/2024,98,"616 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.19722, -97.78735)",11130484,Routine Inspection
Clark's Oyster Bar,78703,02/13/2024,84,"1200 W 6TH ST
AUSTIN, TX 78703
(30.27276, -97.75726)",10816203,Routine Inspection
OOB - Tarbouch LLC,78704,01/27/2022,93,"534 E OLTORF ST
AUSTIN, TX 78704
(30.23708, -97.74958)",10958411,Routine Inspection
Independence Brewing Co.,78744,08/15/2023,99,"3913 TODD LN
AUSTIN, TX 78744
(30.21207, -97.73624)",2803291,Routine Inspection
El Tacorrido,78757,11/25/2024,88,"8630 RESEARCH BLVD
SB AUSTIN, TX 78757
(30.3628, -97.71787)",12398243,Routine Inspection
Wingstop # 1275,78750,08/30/2022,92,"13450 N US 183 HWY
AUSTIN, TX 78750
(30.44825, -97.78987)",11745906,Routine Inspection
Brooklyn Pie Co,78757,08/12/2022,89,"2207 JUSTIN LN
UNIT D AUSTIN, TX 78757
(30.34488, -97.73634)",12393590,Routine Inspection
BC-Saltgrass Steakhouse,78738,01/10/2023,92,"12613 GALLERIA CIR
BEE CAVE, TX 78738
(30.30672, -97.93789)",12072190,Routine Inspection
Zen Food Mart,78704,01/11/2022,97,"3010 S LAMAR BLVD
AUSTIN, TX 78704
(30.24291, -97.7837)",10589560,Routine Inspection
OOB - 7-Eleven #12705,78701,04/09/2024,87,"408 W 15TH ST
AUSTIN, TX 78701
(30.27838, -97.74375)",10207779,Routine Inspection
"04 Lounge, The",78704,08/07/2024,89,"3808 S CONGRESS AVE
AUSTIN, TX 78704
(30.22564, -97.76271)",10179284,Routine Inspection
Pho Hong,78758,08/24/2023,76,"2521 RUTLAND DR
AUSTIN, TX 78758
(30.38255, -97.72305)",11474960,Routine Inspection
Safe Haven,78741,05/10/2022,91,"5307 E RIVERSIDE DR
AUSTIN, TX 78741
(30.22875, -97.71344)",2802869,Routine Inspection
LW - Lakeway Elementary School,78734,02/25/2022,99,"1701 LOHMANS CROSSING RD
BLDG A LAKEWAY, TX 78734
(30.35296, -97.9763)",2800942,Routine Inspection
Pok-E-Jo's,78758,07/27/2023,88,"2121 W PARMER LN
AUSTIN, TX 78758
(30.41521, -97.6968)",2801171,Routine Inspection
Subway,78753,01/09/2024,81,"500 W CANYON RIDGE DR
AUSTIN, TX 78753
(30.406841, -97.672884)",12394745,Routine Inspection
PF - Canteen @ Costco #1322 Breakroom,78660,09/21/2022,100,"1901 KELLY LN
PFLUGERVILLE, TX 78660
(30.4692, -97.59105)",12392468,Routine Inspection
InReach - COA Aviation Consolidated Maint. Facility,78617,05/16/2023,100,"10100 GOLF COURSE RD
AUSTIN, TX 78617
(30.20656, -97.65276)",12396198,Routine Inspection
Joslin Elementary School,78745,04/12/2024,100,"4500 MANCHACA RD
AUSTIN, TX 78745
(30.22756, -97.79022)",2800329,Routine Inspection
Potbelly Sandwich Works,78705,04/19/2023,91,"2316 GUADALUPE ST
AUSTIN, TX 78705
(30.28685, -97.74164)",10046409,Routine Inspection
"PF - Goddard School, The",78660,09/23/2022,91,"1040 E WELLS BRANCH PKWY
PFLUGERVILLE, TX 78660
(30.42935, -97.63478)",12392731,Routine Inspection
Meanwhile Brewing Company,78744,11/06/2023,87,"3901 PROMONTORY POINT DR
AUSTIN, TX 78744
(30.20891, -97.72944)",12393370,Routine Inspection
P. Terry's Burger Stand,78701,04/12/2022,92,"515 CONGRESS AVE
AUSTIN, TX 78701
(30.26725, -97.74312)",11307329,Routine Inspection
Riverbend Church,78746,01/18/2024,93,"4214 N CAPITAL OF TEXAS HWY
SB AUSTIN, TX 78746
(30.34099, -97.80427)",11915024,Routine Inspection
Papa John's Pizza #933,78728,01/03/2023,91,"2113 W WELLS BRANCH PKWY
AUSTIN, TX 78728
(30.43581, -97.68452)",2800846,Routine Inspection
Milk + Tea,78727,04/24/2023,90,"1700 W PARMER LN
AUSTIN, TX 78727
(30.41327, -97.68966)",12186435,Routine Inspection
